waypoint_index,elapsed_seconds,delta_seconds,speed_kmh,x,y,z
1111,53.54999999999904,0.04999999999999716,222.73033447265627,366.99334716796875,466.6246032714844,0.0
1112,53.54999999999904,0.04999999999999716,222.73033447265627,365.5310974121094,465.2601318359375,0.0
1113,53.599999999999035,0.04999999999999716,223.09910430908204,364.0688171386719,463.8956604003906,0.0
1114,53.64999999999903,0.04999999999999716,223.46696777343752,362.6065368652344,462.53118896484375,0.0
1115,53.64999999999903,0.04999999999999716,223.46696777343752,361.144287109375,461.1667175292969,0.0
1116,53.69999999999903,0.04999999999999716,223.8339797973633,359.6820068359375,459.80224609375,0.0
1117,53.69999999999903,0.04999999999999716,223.8339797973633,358.2197265625,458.43780517578125,0.0
1118,53.74999999999903,0.04999999999999716,224.2000717163086,356.7574768066406,457.0733337402344,0.0
1119,53.799999999999024,0.04999999999999716,224.56533966064453,355.2951965332031,455.7088623046875,0.0
1120,53.799999999999024,0.04999999999999716,224.56533966064453,353.83294677734375,454.3443908691406,0.0
1121,53.84999999999902,0.04999999999999716,224.9297286987305,352.37066650390625,452.97991943359375,0.0
1122,53.89999999999902,0.04999999999999716,225.29325256347656,350.90838623046875,451.615478515625,0.0
1123,53.89999999999902,0.04999999999999716,225.29325256347656,349.44610595703125,450.2510070800781,0.0
1124,53.949999999999015,0.04999999999999716,225.655924987793,347.9838562011719,448.88653564453125,0.0
1125,53.99999999999901,0.04999999999999716,226.0178009033203,346.5215759277344,447.5220642089844,0.0
1126,53.99999999999901,0.04999999999999716,226.0178009033203,345.059326171875,446.1575927734375,0.0
1127,54.04999999999901,0.04999999999999716,226.378825378418,343.5970458984375,444.7931213378906,0.0
1128,54.04999999999901,0.04999999999999716,226.378825378418,342.13543701171875,443.427978515625,0.0
1129,54.09999999999901,0.04999999999999716,226.73898468017578,340.67852783203125,442.05780029296875,0.0
1130,54.149999999999004,0.04999999999999716,227.0983612060547,339.22711181640625,440.6817932128906,0.0
